gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
Os02g0223700,LOC_Os02g13060,0.0,0.0,0.279,0.064,0.215,0.585119910795073,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0278000,UXS,0.0,0.0,0.841,0.564,0.277,0.583817718674037,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os11g0591200,LOC_Os11g37900,0.0,0.0,0.34,0.085,0.255,0.58276093505104,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0587000,OsPGL26,0.0,0.0,0.262,0.014,0.248,0.57668355456522,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0119300,LOC_Os05g02780,0.0,0.0,0.996,0.982,0.014,0.574080473648653,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0667200,GLYII-1,0.0,0.0,0.507,0.257,0.25,0.572819521210567,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0802400,LOC_Os02g55880,0.0,0.0,0.339,0.084,0.255,0.572500166790686,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os09g0421700,LOC_Os09g25430,0.0,0.0,0.518,0.319,0.199,0.572339586353147,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0502200,LOC_Os07g31884,0.0,0.0,0.396,0.125,0.271,0.570582431116732,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0113900,LOC_Os06g02370,0.0,0.0,0.389,0.108,0.281,0.569139041077731,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0743400,PIN1A,0.0,0.0,0.255,0.065,0.19,0.568204960181236,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os04g0415000,LOC_Os04g33860,0.0,0.0,0.332,0.085,0.247,0.566059566891675,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0695500,prx90,0.0,0.0,0.419,0.149,0.27,0.56467932630038,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0961000,LOC_Os01g73024,0.0,0.0,0.335,0.08,0.255,0.563479483493427,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0149800,OsMT2a,0.0,0.0,0.641,0.466,0.175,0.563297334451022,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0208500,OsCesA8,0.0,0.0,0.468,0.17,0.298,0.563229938339984,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0262500,LOC_Os01g15770,0.0,0.0,0.283,0.037,0.246,0.562011503393916,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os04g0528300,OsABCG9,0.0,0.0,0.324,0.062,0.262,0.561987170158976,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0106700,LOC_Os07g01600,0.0,0.0,0.331,0.087,0.244,0.561916323635438,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0734900,LOC_Os02g50210,0.0,0.0,0.797,0.646,0.151,0.561321277946721,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
LNC_Os03g07525,LNC_Os03g07525,0.0,0.0,0.502,0.282,0.22,0.560839911095301,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0360700,OsMSR1,0.0,0.0,0.385,0.137,0.248,0.558264578800426,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0450100,OsPME25,0.0,0.0,0.255,0.051,0.204,0.556889397157101,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0469800,LOC_Os05g39320,0.0,0.0,0.445,0.274,0.171,0.555732551512817,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0795600,LOC_Os01g58310,0.0,0.0,0.778,0.616,0.162,0.555147752587661,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0795300,LOC_Os03g58110,0.0,0.0,0.516,0.275,0.241,0.55454343020703,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0867900,LOC_Os01g64780,0.0,0.0,0.648,0.436,0.212,0.554472676413952,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0934100,LOC_Os01g70790,0.0,0.0,0.959,0.912,0.0469999999999999,0.553703280024675,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0214300,LOC_Os06g11090,0.0,0.0,0.389,0.139,0.25,0.553495274115021,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0387200,LOC_Os08g29760,0.0,0.0,0.277,0.012,0.265,0.552990041163152,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0608800,LOC_Os06g40650,0.0,0.0,0.503,0.245,0.258,0.550065305062348,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0136300,LOC_Os08g04210,0.0,0.0,0.336,0.18,0.156,0.547842572633925,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0513800,OsRAC2,0.0,0.0,0.414,0.135,0.279,0.54741012922656,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0762400,prx51,0.0,0.0,0.624,0.421,0.203,0.546147394180457,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0119400,OsAAO3,0.0,0.0,0.322,0.113,0.209,0.543491518675067,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0726300,Os02g0726300,0.0,0.0,0.451,0.214,0.237,0.542538499832741,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0760800,GASR1,0.0,0.0,0.46,0.255,0.205,0.54159664283157,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os10g0513900,LOC_Os10g36980,0.0,0.0,0.568,0.345,0.223,0.540802521998784,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0664400,LOC_Os07g46930,0.0,0.0,0.353,0.136,0.217,0.539929823607312,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os04g0677500,LOC_Os04g58110,0.0,0.0,0.832,0.72,0.112,0.536684580610598,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os10g0418100,ACA8,0.0,0.0,0.478,0.255,0.223,0.535805294383628,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0652100,OsTBL21,0.0,0.0,0.276,0.057,0.219,0.535178079908311,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0525600,LOC_Os02g32469,0.0,0.0,0.501,0.289,0.212,0.533008208449326,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0547400,prx86,0.0,0.0,0.769,0.587,0.182,0.532012907205725,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0697800,LOC_Os02g47010,0.0,0.0,0.526,0.25,0.276,0.529238588073172,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0148800,LOC_Os07g05470,0.0,0.0,0.347,0.099,0.248,0.525047742799529,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0541800,OsSWEET2a,0.0,0.0,0.396,0.147,0.249,0.524963345876736,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0895200,LOC_Os01g67010,0.0,0.0,0.295,0.073,0.222,0.524805246865016,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0735200,OsGS1,0.0,0.0,0.852,0.684,0.168,0.522475614257879,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0261100,PLA2-II,0.0,0.0,0.373,0.123,0.25,0.521915672412391,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0490100,OsDof24,0.0,0.0,0.526,0.331,0.195,0.521912530948617,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os04g0137201,OsPLL4.2,0.0,0.0,0.248,0.04,0.208,0.519591859688933,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0680800,OsBIHD1,0.0,0.0,0.482,0.234,0.248,0.518510124554144,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0141400,LOC_Os08g04630,0.0,0.0,0.739,0.581,0.158,0.517957276859799,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0276700,LOC_Os01g16960,0.0,0.0,0.783,0.631,0.152,0.515381298496528,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0563600,OsFLA6,0.0,0.0,0.682,0.228,0.454,0.514894983356422,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os08g0473900,Os08g0473900,0.0,0.0,0.569,0.332,0.237,0.514698102340584,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os02g0520100,OsSTA61,0.0,0.0,0.332,0.118,0.214,0.514485765575084,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0239200,LOC_Os06g13190,0.0,0.0,0.93,0.86,0.0700000000000001,0.513443249180449,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0516200,LOC_Os01g33160,0.0,0.0,0.223,0.014,0.209,0.511911552315202,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0169000,OsTRXh8,0.0,0.0,0.749,0.61,0.139,0.511675245417343,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0128000,OsFLA2,0.0,0.0,0.337,0.079,0.258,0.510987296109147,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0610400,LOC_Os03g41390,0.0,0.0,0.252,0.08,0.172,0.50654805015677,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0356484,LOC_Os03g24060,0.0,0.0,0.618,0.453,0.165,0.506473996235212,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0874700,LOC_Os01g65380,0.0,0.0,0.501,0.253,0.248,0.505665663409906,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0880800,LOC_Os01g65830,0.0,0.0,0.392,0.225,0.167,0.50522985126761,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0600700,LOC_Os07g40940,0.0,0.0,0.351,0.133,0.218,0.505048387920385,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os01g0855000,Os01g0855000,0.0,0.0,0.255,0.041,0.214,0.504196738097194,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os11g0147800,LOC_Os11g05050,0.0,0.0,0.447,0.225,0.222,0.504196182284346,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os10g0544600,LOC_Os10g39770,0.0,0.0,0.384,0.184,0.2,0.503825676161344,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os09g0442300,LOC_Os09g27030,0.0,0.0,0.505,0.313,0.192,0.502328993813435,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os09g0426800,WSL2,0.0,0.0,0.365,0.165,0.2,0.502199112479825,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os04g0462500,GF14B,0.0,0.0,0.761,0.613,0.148,0.501720169280987,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os07g0604000,LOC_Os07g41280,0.0,0.0,0.391,0.127,0.264,0.500401860241921,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os06g0661766,LOC_Os06g45090,5.1280748298996304e-303,2.90879788576397e-298,0.748,0.627,0.121,0.506594475572472,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os03g0766800,LOC_Os03g55776,1.98439102365003e-296,1.12560612034501e-291,0.574,0.427,0.147,0.729136885863828,Fiber cell,oryza_sativa->PO:0009005;PO:0009025->PO:0025059->PO:0025407,oryza_sativa,Root;Leaf,CRA004082
Os05g0108600,LOC_Os05g01810,0.0,0.0,0.823,0.031,0.792,5.61387266120258,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0850900,OsUCL12,0.0,0.0,0.629,0.048,0.581,5.30557290336912,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0971400,LOC_Os01g73980,0.0,0.0,0.734,0.019,0.715,5.19841703949436,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0249200,OsGLP1-1,0.0,0.0,0.827,0.126,0.701,4.7114204922113,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os07g0104100,prx97,0.0,0.0,0.836,0.028,0.808,4.6858052820641,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0807500,OsSCL1,0.0,0.0,0.734,0.016,0.718,4.40468451356718,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os08g0157500,ROMT9,0.0,0.0,0.929,0.26,0.669,4.0585901057938,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0260800,LOC_Os01g15610,0.0,0.0,0.827,0.07,0.757,4.05203581705373,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os04g0518100,OsPAL02,0.0,0.0,0.829,0.139,0.69,3.87815232391384,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os11g0195800,LOC_Os11g09040,0.0,0.0,0.547,0.003,0.544,3.86941314676576,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0842500,OsLAC5,0.0,0.0,0.749,0.013,0.736,3.69684261357355,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os06g0218600,OsUCL16,0.0,0.0,0.8,0.125,0.675,3.44429743670983,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0668100,OsFLA7,0.0,0.0,0.829,0.274,0.555,3.42356269660969,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os08g0546700,OsRhmbd14,0.0,0.0,0.654,0.246,0.408,3.38708915606833,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0134900,LOC_Os01g04300,0.0,0.0,0.695,0.031,0.664,3.38102555090519,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0370400,LOC_Os03g25440,0.0,0.0,0.279,0.016,0.263,3.26953539877093,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0626100,OsPAL,0.0,0.0,0.985,0.599,0.386,3.26058264964575,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os05g0458600,OsLAC,0.0,0.0,0.527,0.006,0.521,3.21371541256315,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0625500,LOC_Os02g41590,0.0,0.0,0.926,0.396,0.53,3.18960082505429,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os04g0408600,LOC_Os04g33450,0.0,0.0,0.783,0.053,0.73,3.13670727373468,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os12g0115700,Os12g0115700,0.0,0.0,0.665,0.046,0.619,3.13474403537235,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os06g0216700,OsSCL3,0.0,0.0,0.509,0.092,0.417,3.10095686545299,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0530100,OsATX1,0.0,0.0,0.747,0.166,0.581,2.97113878440967,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os08g0498100,OsOMT26,0.0,0.0,0.972,0.607,0.365,2.9558430960438,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0114200,CBP3,0.0,0.0,0.604,0.071,0.533,2.93025761969086,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os12g0623900,LOC_Os12g42876,0.0,0.0,0.948,0.413,0.535,2.90438736696356,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os11g0455800,OsSHM2,0.0,0.0,0.831,0.277,0.554,2.87706701159574,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0806800,LOC_Os03g59210,0.0,0.0,0.792,0.206,0.586,2.87566528037572,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os11g0178800,LOC_Os11g07670,0.0,0.0,0.731,0.152,0.579,2.76088946105708,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os12g0569300,LOC_Os12g38150,0.0,0.0,0.741,0.214,0.527,2.73537477003032,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0666200,OsPIP1a,0.0,0.0,0.785,0.297,0.488,2.6993756826875,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0750300,OsCesA4,0.0,0.0,0.806,0.09,0.716,2.69708348844735,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0718600,OsAGP21,0.0,0.0,0.931,0.728,0.203,2.69668229454442,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os07g0645000,LOC_Os07g45060,0.0,0.0,0.895,0.488,0.407,2.69584106218694,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os06g0152600,LOC_Os06g05930,0.0,0.0,0.607,0.235,0.372,2.67052602600426,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0764000,OsGSTF2,0.0,0.0,0.983,0.758,0.225,2.66253434525737,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os11g0530600,CHS*,0.0,0.0,0.443,0.053,0.39,2.66028328891065,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0528100,LOC_Os02g32650,0.0,0.0,0.625,0.022,0.603,2.6439409593207,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0110200,OsAGP12,0.0,0.0,0.684,0.074,0.61,2.6428277456773,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os01g0778500,LOC_Os01g57050,0.0,0.0,0.484,0.025,0.459,2.62339836175572,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
LOC_Os07g44250,LOC_Os07g44250,0.0,0.0,0.283,0.046,0.237,2.57510277811745,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os07g0462200,LOC_Os07g27810,0.0,0.0,0.867,0.415,0.452,2.57192793076101,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os08g0331000,LOC_Os08g24200,0.0,0.0,0.604,0.137,0.467,2.52486124730486,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0819600,gh1,0.0,0.0,0.55,0.088,0.462,2.51210203485463,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os12g0624000,LOC_Os12g42884,0.0,0.0,0.84,0.332,0.508,2.48522659712471,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os06g0214800,GID1L2,0.0,0.0,0.755,0.329,0.426,2.48044727349787,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0731400,OsUCL5,0.0,0.0,0.496,0.036,0.46,2.46056544312821,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os11g0455500,LOC_Os11g26850,0.0,0.0,0.763,0.425,0.338,2.45851544478857,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os05g0135700,OsSAMS1,0.0,0.0,0.907,0.546,0.361,2.45597372700931,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os02g0170100,LOC_Os02g07410,0.0,0.0,0.816,0.211,0.605,2.41505651567522,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
Os03g0178400,LOC_Os03g08100,0.0,0.0,0.563,0.051,0.512,2.39457762789818,Xylem,oryza_sativa->PO:0009005;PO:0009025->PO:0009015->PO:0005352,oryza_sativa,Root;Leaf,CRA004082
